contig_id	MAG_ID
ctg91556	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg102187	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg110879	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg113921	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg114734	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg125340	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg129059	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg133282	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg147451	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg148631	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg152707	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg160874	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg161270	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg168005	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg169124	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg188423	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg191603	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg196319	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg215307	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg215786	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg224880	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg230865	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg236582	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg237124	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg249633	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg253748	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg260543	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg262046	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg263993	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg267327	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg275751	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg276253	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg280651	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg281173	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg282583	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg295531	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg297313	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg299828	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg302592	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg304415	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg308535	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg311642	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg315274	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg320631	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg325099	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg328458	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg329360	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg330685	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg347195	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg20827	METAMDBG-MetaBinnerRefined-group-group_240416.2
ctg35091	METAMDBG-MetaBinnerRefined-group-group_240416.2
ctg48165	METAMDBG-MetaBinnerRefined-group-group_240416.2
ctg52376	METAMDBG-MetaBinnerRefined-group-group_240416.2
ctg66431	METAMDBG-MetaBinnerRefined-group-group_240416.2
ctg70179	METAMDBG-MetaBinnerRefined-group-group_240416.2
ctg118167	METAMDBG-MetaBinnerRefined-group-group_240416.2
ctg162234	METAMDBG-MetaBinnerRefined-group-group_240416.2
ctg243025	METAMDBG-MetaBinnerRefined-group-group_240416.2
ctg253302	METAMDBG-MetaBinnerRefined-group-group_240416.2
ctg332059	METAMDBG-MetaBinnerRefined-group-group_240416.2
ctg339571	METAMDBG-MetaBinnerRefined-group-group_240416.2
ctg342220	METAMDBG-MetaBinnerRefined-group-group_240416.2
ctg1236	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg3465	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg19329	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg26504	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg28243	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg28603	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg33888	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg37407	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg50324	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg69414	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg74610	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg74665	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg79774	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg84876	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg87175	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg104708	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg111134	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg125055	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg129958	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg134090	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg141233	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg141556	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg146073	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg146983	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg176026	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg183115	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg185346	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg198145	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg216044	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg223843	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg231172	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg243724	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg246044	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg247280	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg247942	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg248874	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg251179	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg253864	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg264433	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg268659	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg276048	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg284040	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg285396	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg289838	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg304117	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg309526	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg320989	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg326158	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg334189	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg335126	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg338938	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg341014	METAMDBG-MetaBinnerRefined-group-group_240416.5
ctg2125	METAMDBG-SemiBin2Refined-group-group_240905.0
ctg3122	METAMDBG-SemiBin2Refined-group-group_240905.0
ctg4751	METAMDBG-SemiBin2Refined-group-group_240905.0
ctg7759	METAMDBG-SemiBin2Refined-group-group_240905.0
ctg9578	METAMDBG-SemiBin2Refined-group-group_240905.0
ctg11053	METAMDBG-SemiBin2Refined-group-group_240905.0
ctg13137	METAMDBG-SemiBin2Refined-group-group_240905.0
ctg15987	METAMDBG-SemiBin2Refined-group-group_240905.0
ctg16352	METAMDBG-SemiBin2Refined-group-group_240905.0
ctg19540	METAMDBG-SemiBin2Refined-group-group_240905.0
ctg20666	METAMDBG-SemiBin2Refined-group-group_240905.0
ctg20920	METAMDBG-SemiBin2Refined-group-group_240905.0
ctg23561	METAMDBG-SemiBin2Refined-group-group_240905.0
ctg23621	METAMDBG-SemiBin2Refined-group-group_240905.0
ctg26069	METAMDBG-SemiBin2Refined-group-group_240905.0
ctg29486	METAMDBG-SemiBin2Refined-group-group_240905.0
ctg29633	METAMDBG-SemiBin2Refined-group-group_240905.0
ctg29859	METAMDBG-SemiBin2Refined-group-group_240905.0
ctg33277	METAMDBG-SemiBin2Refined-group-group_240905.0
